idno,cntry,trust_parliament,trust_legal,trust_police,trust_politicians,trust_parties,pro_immigration,religiosity,life_satisfaction,satis_economy,satis_government,left_right,gender,age_group,education
22626,CZ,high,high,high,high,high,high,low,high,medium,medium,right,male,45-59,high
11928,CZ,medium,medium,low,medium,medium,medium,low,medium,medium,medium,left,male,45-59,high
25576,CZ,low,medium,medium,low,low,low,low,medium,low,low,centre,male,60+,medium
26624,CZ,low,low,low,low,low,medium,low,high,medium,low,centre,female,45-59,high
14851,CZ,medium,medium,medium,medium,medium,medium,low,high,high,high,centre,male,45-59,high
25813,CZ,high,high,high,high,high,medium,medium,medium,high,high,right,male,60+,medium
22259,CZ,high,medium,high,low,low,low,low,high,medium,low,centre,female,60+,medium
26559,CZ,low,medium,low,medium,medium,medium,low,high,medium,medium,centre,male,60+,high
13552,CZ,low,medium,medium,low,low,low,low,high,medium,medium,left,female,45-59,high
13319,CZ,low,high,high,low,low,medium,low,medium,low,low,right,male,60+,medium
26846,CZ,high,low,high,low,low,low,low,high,medium,high,centre,female,60+,medium
20838,CZ,medium,medium,high,low,low,medium,medium,medium,medium,low,right,male,45-59,medium
10611,CZ,medium,high,high,low,medium,medium,low,high,medium,low,centre,female,18-29,medium
20884,CZ,low,low,medium,low,low,low,low,low,low,low,left,female,30-44,high
11835,CZ,medium,medium,high,medium,medium,medium,high,high,medium,low,right,male,18-29,medium
27704,CZ,low,low,medium,low,low,low,low,low,low,low,centre,male,60+,medium
14002,CZ,high,high,high,low,medium,medium,low,high,medium,medium,right,male,18-29,medium
10946,CZ,medium,medium,medium,medium,medium,medium,low,high,medium,low,right,female,45-59,medium
23739,CZ,high,high,high,high,high,medium,low,medium,high,high,centre,female,60+,high
17484,CZ,medium,medium,medium,medium,low,low,low,medium,low,low,right,female,45-59,high
16584,CZ,low,low,low,low,low,medium,low,medium,low,low,left,male,45-59,medium
12850,CZ,medium,high,medium,high,high,high,high,high,medium,high,right,male,30-44,high
21422,CZ,high,high,high,medium,medium,medium,low,medium,medium,high,centre,male,45-59,medium
13443,CZ,medium,medium,high,medium,medium,low,medium,high,high,high,centre,female,45-59,high
23459,CZ,low,low,medium,low,low,low,low,high,low,low,right,male,30-44,medium
24005,CZ,medium,medium,high,medium,medium,medium,low,high,high,low,centre,female,18-29,medium
24638,CZ,low,low,medium,low,low,low,low,medium,low,low,centre,male,30-44,medium
23074,CZ,low,low,low,low,low,medium,low,low,low,low,centre,male,18-29,low
27583,CZ,medium,medium,medium,medium,medium,low,low,low,medium,medium,right,male,30-44,medium
15742,CZ,medium,medium,medium,low,low,medium,medium,high,medium,low,centre,female,18-29,high
25113,CZ,low,medium,high,low,low,low,low,high,low,low,centre,female,45-59,medium
10699,CZ,medium,low,high,medium,medium,low,low,high,medium,high,right,male,60+,medium
21791,CZ,low,medium,high,low,low,low,low,low,medium,low,left,female,30-44,high
17502,CZ,medium,high,high,high,high,medium,high,medium,medium,high,centre,female,45-59,medium
27321,CZ,high,high,high,high,high,medium,high,high,high,high,right,male,45-59,high
25429,CZ,medium,medium,medium,medium,medium,medium,low,medium,medium,high,right,female,30-44,medium
15115,CZ,low,low,low,low,low,low,low,high,medium,medium,centre,male,60+,medium
20342,CZ,low,medium,medium,low,low,medium,low,high,low,low,right,female,60+,high
13318,CZ,high,high,high,high,high,medium,medium,high,medium,high,centre,male,30-44,high
10802,CZ,high,medium,medium,high,medium,medium,low,low,medium,medium,right,female,45-59,medium
16966,CZ,medium,medium,medium,medium,medium,medium,low,medium,medium,high,centre,male,60+,medium
27699,CZ,medium,high,high,medium,medium,high,low,high,medium,medium,left,female,45-59,medium
17258,CZ,high,high,high,high,medium,medium,medium,medium,medium,medium,centre,male,60+,medium
11970,CZ,low,high,medium,medium,low,low,low,medium,low,medium,right,female,18-29,high
18863,CZ,low,low,medium,low,medium,medium,low,high,medium,low,right,female,30-44,high
14014,CZ,medium,medium,medium,medium,medium,high,low,high,medium,low,left,male,30-44,high
10486,CZ,medium,medium,high,low,low,high,medium,high,low,low,centre,female,30-44,high
17473,CZ,high,high,high,high,high,low,medium,medium,medium,low,left,female,45-59,high
22249,CZ,medium,high,medium,medium,medium,low,high,high,medium,high,centre,male,45-59,low
18832,CZ,medium,medium,high,medium,medium,low,high,high,high,medium,right,female,30-44,high
22486,CZ,high,high,high,high,high,high,low,medium,medium,medium,centre,female,18-29,high
20247,CZ,high,high,high,medium,medium,medium,low,high,medium,high,left,male,30-44,high
13359,CZ,low,medium,medium,low,low,low,medium,high,low,low,right,male,60+,medium
11830,EE,high,high,high,medium,medium,medium,low,high,high,high,right,male,60+,high
24758,EE,medium,high,high,medium,medium,medium,low,high,high,medium,centre,male,30-44,high
17097,EE,medium,high,medium,low,low,medium,high,high,high,low,centre,female,30-44,high
20946,EE,low,low,medium,low,medium,medium,medium,high,low,low,right,female,60+,medium
12554,EE,medium,high,high,medium,medium,medium,low,high,medium,medium,centre,male,30-44,high
14782,EE,medium,high,high,medium,medium,low,medium,high,high,medium,left,female,60+,low
17827,EE,high,high,high,medium,medium,medium,medium,high,high,medium,centre,male,18-29,high
13955,EE,high,medium,high,high,medium,low,medium,high,high,high,centre,female,60+,medium
11960,EE,medium,low,low,low,low,low,high,high,medium,high,centre,male,45-59,medium
14071,EE,medium,medium,high,low,low,medium,low,high,medium,low,left,male,45-59,medium
14698,EE,high,high,high,high,medium,high,medium,high,high,medium,right,male,60+,high
16953,EE,medium,high,high,medium,high,high,high,high,medium,medium,centre,female,18-29,medium
15968,EE,medium,high,high,low,low,high,high,high,high,low,right,male,30-44,high
21296,EE,low,low,medium,low,low,medium,low,low,low,low,left,female,60+,high
25084,EE,low,medium,medium,low,low,medium,low,medium,low,low,left,male,30-44,medium
10954,EE,low,low,medium,medium,medium,low,high,medium,medium,medium,centre,female,60+,low
24458,EE,high,high,high,medium,medium,high,low,high,medium,medium,right,male,30-44,high
18883,EE,medium,high,high,high,high,high,medium,high,high,high,centre,female,60+,high
15593,EE,high,high,high,high,high,medium,low,high,high,high,centre,female,18-29,medium
14226,EE,medium,high,high,medium,medium,medium,medium,high,medium,medium,centre,female,45-59,high
17925,EE,low,low,low,low,low,low,low,low,medium,low,centre,male,60+,low
11115,EE,medium,high,high,medium,medium,medium,low,high,high,high,centre,male,60+,high
24950,EE,high,high,high,medium,medium,medium,high,high,high,high,right,male,45-59,high
17242,EE,low,medium,high,low,low,medium,medium,high,medium,low,centre,female,45-59,high
10087,EE,low,medium,medium,low,low,high,low,high,medium,low,centre,female,60+,medium
27020,EE,medium,medium,high,low,low,high,low,high,high,high,centre,female,60+,high
20008,EE,high,high,high,high,high,high,low,high,high,medium,centre,male,45-59,high
25052,EE,high,high,high,medium,medium,medium,high,high,high,high,right,female,30-44,high
20293,EE,low,medium,medium,medium,medium,medium,low,high,high,medium,centre,female,60+,medium
19124,EE,low,medium,medium,low,low,medium,medium,high,low,medium,centre,female,30-44,low
15480,EE,high,high,high,high,medium,medium,low,medium,medium,medium,centre,female,30-44,high
26747,EE,medium,medium,high,low,low,medium,low,high,low,low,left,male,60+,high
12709,EE,medium,high,high,medium,medium,medium,medium,medium,medium,low,centre,female,30-44,high
11307,EE,medium,high,high,medium,medium,medium,high,high,high,medium,centre,female,30-44,medium
21732,EE,medium,medium,medium,medium,medium,low,low,medium,medium,medium,centre,female,60+,low
13256,EE,medium,medium,medium,low,low,medium,low,medium,medium,low,centre,female,60+,medium
26184,EE,medium,low,medium,medium,medium,low,medium,high,low,low,right,male,60+,high
21916,EE,medium,medium,medium,medium,medium,high,low,medium,medium,medium,centre,female,18-29,medium
14990,EE,medium,low,low,low,low,high,high,high,medium,low,centre,female,30-44,high
10371,EE,low,low,medium,low,low,medium,low,low,medium,low,right,male,45-59,medium
26182,EE,low,high,high,low,low,medium,low,high,high,low,centre,male,30-44,high
23490,EE,high,high,high,high,medium,high,medium,high,high,medium,centre,female,45-59,high
13073,EE,high,high,high,high,high,high,high,high,high,high,right,female,30-44,high
26537,EE,medium,high,high,medium,medium,medium,low,medium,medium,medium,centre,female,60+,high
10918,EE,high,high,high,high,high,high,low,high,high,high,right,female,18-29,high
15353,EE,medium,high,high,medium,medium,medium,low,high,high,high,centre,male,60+,high
18023,EE,medium,medium,medium,low,low,low,low,medium,medium,medium,left,male,45-59,medium
16919,EE,medium,medium,high,medium,medium,high,medium,high,medium,medium,centre,female,30-44,high
10591,EE,high,medium,medium,medium,medium,medium,high,medium,medium,high,centre,male,45-59,medium
16342,EE,medium,medium,medium,medium,medium,low,low,high,high,medium,centre,male,60+,medium
26343,EE,high,medium,high,medium,low,high,low,high,high,medium,centre,female,30-44,high
26311,EE,high,high,high,medium,medium,medium,medium,high,medium,medium,centre,male,30-44,high
26404,EE,medium,low,high,medium,medium,low,low,high,medium,low,centre,male,45-59,medium
27259,EE,medium,medium,high,medium,medium,medium,low,high,medium,medium,left,female,60+,high
27194,EE,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,centre,female,60+,medium
20804,EE,medium,high,high,medium,low,medium,low,high,high,medium,right,female,45-59,high
21887,EE,high,high,high,high,high,high,low,high,high,high,left,male,30-44,high
27720,EE,low,high,high,low,low,medium,high,high,high,medium,centre,male,30-44,high
11690,EE,high,medium,high,medium,medium,medium,low,medium,medium,medium,centre,female,30-44,low
27204,EE,medium,high,high,medium,low,high,medium,high,medium,medium,centre,male,60+,medium
17646,EE,low,medium,high,medium,medium,low,high,high,low,medium,centre,female,45-59,high
22445,EE,low,low,medium,medium,medium,medium,high,high,medium,medium,centre,male,45-59,medium
15303,EE,medium,medium,high,medium,medium,medium,high,high,medium,medium,centre,female,45-59,high
21486,EE,medium,high,high,medium,low,high,low,high,high,high,left,male,30-44,medium
25363,EE,high,medium,high,medium,medium,medium,low,high,low,high,centre,female,60+,high
19630,EE,high,high,high,medium,medium,high,low,high,high,high,right,female,45-59,high
26266,EE,low,high,high,low,low,medium,low,medium,medium,low,centre,male,30-44,low
21047,EE,high,medium,high,medium,medium,high,medium,high,high,high,right,female,30-44,medium
14882,EE,medium,medium,medium,low,medium,low,high,high,high,high,centre,female,30-44,high
27710,EE,medium,medium,high,low,low,low,low,medium,medium,low,centre,female,30-44,low
22441,EE,low,low,high,low,low,medium,medium,high,medium,low,centre,male,60+,medium
12065,EE,medium,medium,medium,medium,medium,low,high,high,high,high,centre,female,60+,high
20360,EE,high,high,high,medium,high,medium,low,high,high,high,right,male,60+,high
17047,EE,high,high,high,low,low,medium,low,high,medium,high,centre,male,30-44,high
17838,EE,medium,high,high,medium,medium,medium,low,high,medium,low,centre,female,45-59,high
11875,EE,high,high,high,medium,medium,high,low,high,medium,high,centre,female,30-44,high
26412,EE,high,high,high,medium,medium,high,low,high,high,high,left,female,60+,high
22724,EE,low,low,medium,low,low,medium,low,high,medium,low,centre,male,45-59,high
16701,EE,medium,medium,high,medium,low,medium,low,high,high,high,centre,male,30-44,medium
15325,EE,medium,high,high,low,low,medium,low,high,medium,low,centre,male,60+,medium
14370,EE,medium,low,medium,medium,medium,medium,high,high,high,medium,centre,female,60+,medium
19809,EE,high,high,high,medium,medium,medium,low,high,high,low,right,female,30-44,high
12509,EE,low,medium,medium,low,low,medium,low,high,medium,medium,centre,female,60+,medium
24444,EE,medium,high,high,medium,medium,medium,low,medium,medium,medium,right,male,30-44,high
10878,EE,low,high,high,low,low,high,medium,medium,medium,medium,centre,female,45-59,medium
20104,EE,high,high,high,high,high,low,low,high,low,low,centre,female,60+,medium
19094,EE,medium,medium,high,medium,medium,medium,low,high,medium,medium,centre,female,45-59,high
23005,EE,medium,high,high,medium,medium,high,low,high,high,medium,centre,male,18-29,high
18564,EE,medium,high,high,low,medium,low,low,medium,high,high,right,female,60+,high
18653,EE,low,high,high,low,low,high,low,high,low,high,right,male,18-29,low
11980,EE,high,high,high,high,high,low,low,high,high,high,right,female,60+,medium
14068,EE,low,high,high,low,low,medium,medium,high,high,low,right,female,60+,high
12121,EE,low,low,low,low,low,medium,high,high,low,low,right,female,60+,medium
27390,EE,medium,high,high,medium,medium,medium,high,high,medium,medium,right,female,60+,high
27339,EE,medium,high,high,medium,medium,medium,low,high,medium,medium,centre,male,18-29,medium
27401,EE,medium,high,high,medium,medium,medium,medium,high,high,low,centre,female,45-59,high
12469,EE,medium,medium,high,low,low,medium,low,high,high,low,right,male,60+,high
13576,EE,medium,high,high,medium,medium,medium,high,high,medium,medium,centre,male,45-59,high
22373,EE,high,high,high,high,medium,medium,low,high,high,high,right,female,60+,high
23401,EE,medium,low,low,low,low,medium,medium,medium,medium,low,centre,male,18-29,medium
11174,FI,medium,high,high,medium,medium,medium,high,high,low,low,centre,male,45-59,high
10379,FI,high,high,high,high,high,high,medium,high,high,medium,right,male,30-44,high
13950,FI,medium,high,high,medium,medium,medium,low,high,medium,low,centre,male,30-44,high
20962,FI,medium,high,high,medium,medium,medium,medium,high,high,medium,right,male,60+,high
10003,FI,medium,medium,medium,medium,medium,medium,low,high,medium,low,centre,female,18-29,medium
14090,FI,medium,low,high,low,low,medium,high,low,low,medium,right,male,60+,high
11970,FI,high,high,high,medium,medium,high,medium,high,high,high,centre,male,45-59,high
20591,FI,high,high,high,high,high,high,high,high,high,high,centre,female,60+,high
15742,FI,medium,high,high,low,low,medium,low,low,low,low,right,male,18-29,high
21874,FI,high,high,high,high,high,medium,medium,high,high,high,right,female,60+,high
24967,FI,high,high,high,high,high,medium,medium,high,high,high,right,male,45-59,high
22274,FI,medium,high,high,high,high,high,high,high,high,medium,right,female,60+,low
10333,FI,medium,medium,high,medium,medium,high,high,high,medium,medium,centre,female,60+,high
26876,FI,high,high,high,medium,high,high,low,high,high,high,left,male,60+,high
19322,FI,medium,high,high,medium,medium,medium,high,high,high,high,centre,female,60+,medium
19028,FI,medium,medium,high,low,low,low,medium,high,low,low,right,female,60+,low
14657,FI,high,high,high,medium,medium,high,low,high,high,high,centre,female,30-44,high
19225,FI,high,high,high,high,medium,high,medium,high,medium,high,right,female,60+,medium
